datetime,load,temperature_2m,relative_humidity_2m,precipitation,windspeed_10m,winddirection_10m,cloudcover,pressure_msl,dew_point_2m
2018-01-01 00:00:00,20905.32,11.4,81,0.0,1.9,22,0,1014.5,8.3
2018-01-01 01:00:00,18827.25,9.5,88,0.0,9.5,245,0,1014.5,7.5
2018-01-01 02:00:00,17624.489999999998,8.6,88,0.0,6.0,253,0,1013.8,6.8
2018-01-01 03:00:00,17092.84,8.2,88,0.0,7.3,261,0,1013.5,6.3
2018-01-01 04:00:00,17661.66,7.9,88,0.0,8.0,275,0,1013.3,6.0
2018-01-01 05:00:00,20905.07,7.4,91,0.0,7.6,270,0,1013.8,6.1
2018-01-01 06:00:00,26845.08,7.0,92,0.0,7.2,264,0,1014.3,5.8
2018-01-01 07:00:00,35408.4,6.8,93,0.0,5.1,278,0,1015.2,5.7
2018-01-01 08:00:00,40533.72,9.2,83,0.0,2.2,261,0,1016.0,6.5
2018-01-01 09:00:00,44916.84,12.7,70,0.0,2.8,230,0,1016.6,7.4
2018-01-01 10:00:00,47623.61,15.7,60,0.0,2.8,220,0,1017.0,7.9
2018-01-01 11:00:00,46594.33,17.7,52,0.0,2.8,230,0,1016.4,7.8
2018-01-01 12:00:00,43679.21,18.9,46,0.0,4.0,270,0,1015.3,7.0
2018-01-01 13:00:00,38377.02,19.6,41,0.0,6.7,286,0,1013.9,5.9
2018-01-01 14:00:00,36331.17,19.9,37,0.0,8.6,292,0,1012.8,4.9
2018-01-01 15:00:00,34409.84,19.9,35,0.0,9.5,295,0,1012.4,3.9
2018-01-01 16:00:00,33877.66,19.3,38,0.0,8.3,304,0,1012.5,4.5
2018-01-01 17:00:00,35197.32,15.9,61,0.0,8.7,353,2,1013.2,8.5
2018-01-01 18:00:00,37078.05,14.4,68,0.0,9.1,18,8,1013.5,8.6
2018-01-01 19:00:00,36081.14,13.3,73,0.0,8.9,32,5,1014.1,8.5
2018-01-01 20:00:00,33904.64,12.7,75,0.0,5.9,43,4,1014.3,8.3
2018-01-01 21:00:00,31426.09,13.9,64,0.0,4.1,52,3,1014.8,7.3
2018-01-01 22:00:00,28087.29,13.5,67,0.0,1.8,53,1,1014.8,7.4
2018-01-01 23:00:00,23828.96,12.8,70,0.0,1.3,326,0,1014.8,7.4
2018-01-02 00:00:00,20363.07,12.2,73,0.0,2.5,278,0,1014.7,7.5
2018-01-02 01:00:00,18384.11,9.9,84,0.0,5.4,278,0,1014.3,7.3
2018-01-02 02:00:00,17556.99,8.6,89,0.0,6.6,279,0,1013.9,6.9
2018-01-02 03:00:00,17205.31,8.2,90,0.0,7.6,270,0,1013.8,6.6
2018-01-02 04:00:00,17911.09,7.7,91,0.0,7.6,270,0,1013.6,6.2
2018-01-02 05:00:00,21364.79,6.6,93,0.0,6.8,267,0,1014.0,5.5
2018-01-02 06:00:00,28493.19,7.2,92,0.0,7.3,250,2,1014.4,5.9
2018-01-02 07:00:00,36624.32,7.0,92,0.0,7.5,253,1,1015.3,5.8
2018-01-02 08:00:00,42771.58,9.3,82,0.0,5.4,262,3,1016.2,6.5
2018-01-02 09:00:00,45725.95,12.7,72,0.0,4.0,275,1,1017.0,7.7
2018-01-02 10:00:00,47437.55,15.5,65,0.0,4.0,280,0,1017.1,8.9
2018-01-02 11:00:00,43894.11,17.3,55,0.0,5.1,278,0,1016.5,8.1
2018-01-02 12:00:00,42328.79,18.5,51,0.0,6.8,295,0,1015.6,8.1
2018-01-02 13:00:00,38062.32,19.3,49,0.0,7.7,311,0,1014.4,8.3
2018-01-02 14:00:00,37463.37,19.8,47,0.0,8.7,322,0,1013.4,8.3
2018-01-02 15:00:00,36387.97,19.9,47,0.0,9.5,323,0,1013.0,8.2
2018-01-02 16:00:00,36232.9,19.4,49,0.0,8.4,320,0,1013.0,8.4
2018-01-02 17:00:00,38184.5,16.6,65,0.0,4.1,345,0,1013.8,10.0
2018-01-02 18:00:00,40924.17,16.0,65,0.0,3.3,6,0,1014.1,9.4
2018-01-02 19:00:00,39755.26,14.7,72,0.0,4.0,27,0,1014.4,9.6
2018-01-02 20:00:00,36699.5,14.3,73,0.0,2.6,16,0,1015.2,9.5
2018-01-02 21:00:00,33744.82,13.6,76,0.0,2.6,344,0,1015.6,9.4
2018-01-02 22:00:00,30027.35,12.8,80,0.0,3.4,302,0,1015.8,9.3
2018-01-02 23:00:00,25477.8,12.1,82,0.0,3.2,270,0,1015.7,9.1
2018-01-03 00:00:00,21858.51,11.5,84,0.0,2.6,286,0,1015.4,8.9
2018-01-03 01:00:00,19641.17,11.0,86,0.0,3.2,270,0,1014.9,8.7
2018-01-03 02:00:00,18296.51,8.5,93,0.0,6.2,260,0,1014.5,7.5
2018-01-03 03:00:00,17987.76,8.1,94,0.0,8.2,255,0,1014.2,7.2
2018-01-03 04:00:00,18773.93,7.5,95,0.0,8.0,252,0,1014.0,6.8
2018-01-03 05:00:00,22054.62,6.7,95,0.0,8.1,249,0,1014.9,5.9
2018-01-03 06:00:00,29206.13,6.8,94,0.0,7.5,253,0,1015.2,6.0
2018-01-03 07:00:00,37392.42,6.7,93,0.0,7.9,254,0,1016.0,5.6
2018-01-03 08:00:00,44748.47,8.9,83,0.0,6.5,267,0,1017.1,6.2
2018-01-03 09:00:00,47910.66,12.0,74,0.0,5.5,281,0,1017.8,7.4
2018-01-03 10:00:00,49700.77,14.9,65,0.0,5.8,292,0,1018.1,8.4
2018-01-03 11:00:00,47954.62,16.8,59,0.0,7.3,303,0,1017.1,8.7
2018-01-03 12:00:00,44827.22,18.2,53,0.0,8.8,305,0,1016.1,8.3
2018-01-03 13:00:00,39421.71,19.2,48,0.0,10.1,305,0,1014.9,7.8
2018-01-03 14:00:00,38278.14,19.8,44,0.0,10.5,308,0,1014.1,7.3
2018-01-03 15:00:00,36993.88,19.8,43,0.0,11.0,311,0,1013.7,6.8
2018-01-03 16:00:00,36731.67,19.0,47,0.0,9.2,315,0,1013.3,7.4
2018-01-03 17:00:00,38992.45,14.7,75,0.0,7.3,327,0,1013.8,10.4
2018-01-03 18:00:00,41788.21,13.1,80,0.0,7.1,315,0,1014.2,9.7
2018-01-03 19:00:00,40755.91,12.0,82,0.0,7.1,311,0,1014.7,9.0
2018-01-03 20:00:00,38219.22,11.2,83,0.0,6.4,308,0,1015.4,8.4
2018-01-03 21:00:00,34471.37,10.7,83,0.0,5.6,297,0,1015.5,8.0
2018-01-03 22:00:00,30663.42,9.6,87,0.0,6.1,273,0,1016.0,7.6
2018-01-03 23:00:00,25775.78,8.6,90,0.0,7.2,267,0,1016.0,7.1
2018-01-04 00:00:00,21698.04,8.0,92,0.0,6.8,273,0,1015.6,6.7
2018-01-04 01:00:00,19007.09,7.7,92,0.0,7.4,284,0,1015.3,6.5
2018-01-04 02:00:00,17944.13,7.3,93,0.0,8.0,297,0,1014.9,6.2
2018-01-04 03:00:00,17459.5,6.9,93,0.0,8.0,306,0,1014.9,5.9
2018-01-04 04:00:00,18295.29,6.4,94,0.0,7.4,293,0,1014.6,5.5
2018-01-04 05:00:00,21429.65,5.8,96,0.0,7.6,275,0,1015.5,5.2
2018-01-04 06:00:00,28835.1,5.8,97,0.0,8.4,263,0,1015.7,5.3
2018-01-04 07:00:00,37580.27,5.5,96,0.0,8.1,257,0,1016.2,5.0
2018-01-04 08:00:00,43622.81,7.9,90,0.0,5.6,255,0,1017.1,6.4
2018-01-04 09:00:00,46998.91,11.4,80,0.0,5.9,256,0,1017.5,8.1
2018-01-04 10:00:00,48187.06,14.6,67,0.0,6.5,251,0,1017.7,8.6
2018-01-04 11:00:00,46407.61,16.9,53,0.0,7.2,252,0,1016.8,7.4
2018-01-04 12:00:00,43821.67,18.6,42,0.0,7.4,256,0,1016.0,5.6
2018-01-04 13:00:00,38924.1,19.6,37,0.0,7.6,262,0,1015.0,4.5
2018-01-04 14:00:00,38522.55,20.1,34,0.0,6.1,267,0,1014.1,3.8
2018-01-04 15:00:00,37290.63,20.1,34,0.0,4.0,270,0,1013.4,3.7
2018-01-04 16:00:00,37597.64,19.5,38,0.0,3.1,291,0,1013.1,5.0
2018-01-04 17:00:00,40275.63,15.5,67,0.0,6.4,38,0,1013.7,9.4
2018-01-04 18:00:00,42518.44,13.6,75,0.0,10.8,69,0,1014.1,9.2
2018-01-04 19:00:00,41751.48,12.0,81,0.0,9.5,81,0,1014.7,8.8
2018-01-04 20:00:00,38998.51,10.9,83,0.0,8.8,81,0,1015.6,8.1
2018-01-04 21:00:00,35490.42,10.3,83,0.0,9.7,88,0,1016.3,7.6
2018-01-04 22:00:00,31408.12,9.6,86,0.0,9.0,95,11,1016.4,7.4
2018-01-05 00:00:00,22183.28,8.6,89,0.0,8.3,85,1,1015.9,7.0
2018-01-05 01:00:00,19921.54,8.2,91,0.0,8.7,73,1,1015.5,6.8
2018-01-05 02:00:00,18957.03,7.8,91,0.0,8.2,75,0,1015.0,6.5
2018-01-05 03:00:00,18577.66,7.3,92,0.0,7.3,99,0,1014.6,6.1
2018-01-05 04:00:00,19451.92,7.0,93,0.0,6.4,117,0,1014.3,5.9
2018-01-05 05:00:00,22917.67,6.8,93,0.0,7.9,156,0,1014.7,5.7
2018-01-05 06:00:00,30531.04,7.3,91,0.0,8.0,172,0,1014.7,5.9
2018-01-05 07:00:00,39756.47,7.5,89,0.0,8.5,192,0,1015.2,5.8
2018-01-05 08:00:00,46743.69,10.1,79,0.0,6.6,202,0,1016.2,6.6
2018-01-05 09:00:00,50462.69,13.2,70,0.0,6.6,189,0,1016.8,7.9
2018-01-05 10:00:00,52660.62,15.8,62,0.0,4.7,171,0,1016.8,8.5
2018-01-05 11:00:00,50725.24,17.6,54,0.0,4.0,170,0,1016.3,8.3
2018-01-05 12:00:00,48077.96,18.8,49,0.0,3.3,174,0,1015.3,8.0
2018-01-05 13:00:00,41650.13,19.6,46,0.0,1.8,180,0,1014.2,7.7
2018-01-05 14:00:00,40469.75,20.0,44,0.0,0.7,360,0,1013.7,7.4
2018-01-05 15:00:00,39270.03,20.1,44,0.0,2.2,9,0,1013.2,7.4
2018-01-05 16:00:00,39291.42,19.6,47,0.0,4.7,23,0,1013.0,8.0
2018-01-05 17:00:00,41327.94,15.6,71,0.0,8.2,52,0,1013.8,10.4
2018-01-05 18:00:00,43454.94,13.8,78,0.0,9.5,61,0,1014.0,10.1
2018-01-05 19:00:00,42591.55,12.5,83,0.0,8.6,68,0,1014.5,9.7
2018-01-05 20:00:00,39883.54,11.4,86,0.0,7.4,76,0,1014.8,9.1
2018-01-05 21:00:00,36220.97,10.7,87,0.0,6.9,84,0,1015.1,8.6
2018-01-05 22:00:00,32222.37,10.1,88,0.0,6.5,84,0,1015.2,8.2
2018-01-05 23:00:00,27222.7,9.9,88,0.0,4.8,77,0,1014.8,8.0
2018-01-06 00:00:00,22843.03,10.7,85,0.0,1.8,90,0,1014.4,8.2
2018-01-06 01:00:00,20487.47,10.6,85,0.0,0.5,225,0,1014.1,8.2
2018-01-06 02:00:00,19450.06,10.4,85,0.0,2.4,297,0,1013.7,8.0
2018-01-06 03:00:00,18956.3,9.2,89,0.0,4.2,301,0,1013.3,7.5
2018-01-06 04:00:00,19612.81,7.6,94,0.0,5.7,288,0,1013.0,6.7
2018-01-06 05:00:00,22764.54,7.8,94,0.0,3.8,287,0,1013.6,6.8
2018-01-06 06:00:00,29293.84,5.8,99,0.0,5.4,278,6,1014.0,5.6
2018-01-06 07:00:00,37248.38,5.2,99,0.0,5.9,259,100,1014.5,5.1
2018-01-06 08:00:00,42517.13,7.0,94,0.0,4.7,270,100,1015.4,6.1
2018-01-06 09:00:00,45136.11,9.4,94,0.0,4.7,270,83,1016.0,8.4
2018-01-06 10:00:00,49238.2,12.8,80,0.0,6.1,273,0,1016.4,9.4
2018-01-06 11:00:00,47499.74,15.8,66,0.0,8.4,280,0,1015.6,9.6
2018-01-06 12:00:00,43816.44,17.5,59,0.0,9.0,286,0,1014.5,9.5
2018-01-06 13:00:00,38518.19,18.7,53,0.0,9.4,293,0,1013.3,9.1
2018-01-06 14:00:00,36930.31,19.4,48,0.0,9.9,303,0,1012.5,8.2
2018-01-06 15:00:00,35340.86,19.5,46,0.0,9.7,309,0,1012.1,7.5
2018-01-06 16:00:00,35305.45,18.8,49,0.0,8.2,319,0,1012.0,8.0
2018-01-06 17:00:00,37773.96,15.1,73,0.0,8.2,331,0,1012.9,10.2
2018-01-06 18:00:00,40713.73,13.7,77,0.0,8.1,339,0,1013.3,9.7
2018-01-06 19:00:00,40289.08,12.4,80,0.0,7.9,330,0,1013.8,9.1
2018-01-06 20:00:00,37966.88,11.5,80,0.0,8.3,326,0,1014.6,8.2
2018-01-06 21:00:00,34740.45,10.7,80,0.0,8.7,330,0,1014.8,7.5
2018-01-06 22:00:00,30922.24,10.1,81,0.0,9.2,334,0,1014.8,6.9
2018-01-06 23:00:00,25917.19,9.7,81,0.0,10.1,343,0,1014.5,6.6
2018-01-07 00:00:00,21791.12,9.1,83,0.0,9.9,341,0,1014.3,6.4
2018-01-07 01:00:00,19389.74,8.2,87,0.0,8.4,317,0,1014.4,6.2
2018-01-07 02:00:00,18305.83,7.7,88,0.0,9.4,263,0,1014.4,5.9
2018-01-07 03:00:00,17793.54,7.2,89,0.0,9.4,263,0,1014.3,5.6
2018-01-07 04:00:00,18415.54,6.9,90,0.0,9.7,270,0,1013.9,5.3
2018-01-07 05:00:00,21121.66,6.2,92,0.0,10.1,268,0,1014.9,4.9
2018-01-07 06:00:00,26332.65,6.0,91,0.0,10.4,270,0,1015.4,4.7
2018-01-07 07:00:00,33518.78,5.9,91,0.0,10.8,268,0,1015.8,4.6
2018-01-07 08:00:00,40504.86,7.9,84,0.0,10.1,268,0,1016.7,5.4
2018-01-07 09:00:00,45156.64,10.9,73,0.0,11.5,266,0,1017.1,6.3
2018-01-07 10:00:00,48097.03,13.6,64,0.0,12.6,273,0,1017.1,6.9
2018-01-07 11:00:00,47136.58,15.9,56,0.0,14.8,283,0,1016.1,7.1
2018-01-07 12:00:00,44337.99,17.4,50,0.0,16.7,289,0,1015.2,6.9
2018-01-07 13:00:00,38807.66,18.4,45,0.0,17.7,294,0,1014.1,6.2
2018-01-07 14:00:00,35948.9,18.9,43,0.0,17.9,298,0,1013.4,5.9
2018-01-07 15:00:00,33345.29,18.9,42,0.0,17.4,297,0,1013.2,5.7
2018-01-07 16:00:00,32818.53,18.2,47,0.0,13.7,293,0,1013.2,6.6
2018-01-07 17:00:00,34740.84,15.1,63,0.0,11.7,279,0,1013.8,8.1
2018-01-07 18:00:00,38336.59,13.7,67,0.0,11.9,275,0,1014.3,7.7
2018-01-07 19:00:00,38223.25,12.6,70,0.0,12.0,277,0,1014.9,7.2
2018-01-07 20:00:00,36253.58,11.8,71,0.0,12.3,275,0,1015.4,6.8
2018-01-07 21:00:00,34189.770000000004,11.0,74,0.0,12.0,279,0,1015.8,6.6
2018-01-07 22:00:00,30932.84,10.4,76,0.0,11.7,281,0,1015.7,6.4
2018-01-07 23:00:00,26599.69,9.9,79,0.0,11.7,281,0,1015.7,6.3
2018-01-08 00:00:00,21948.14,9.4,81,0.0,11.4,281,0,1015.4,6.2
2018-01-08 01:00:00,19622.08,8.9,83,0.0,11.0,281,0,1015.4,6.1
2018-01-08 02:00:00,17890.760000000002,8.5,84,0.0,11.1,283,0,1015.1,6.0
2018-01-08 03:00:00,17656.95,8.2,85,0.0,11.4,281,0,1014.7,5.9
2018-01-08 04:00:00,18445.21,7.9,86,0.0,11.6,277,0,1014.4,5.7
2018-01-08 05:00:00,22385.41,7.2,88,0.0,11.5,270,0,1015.3,5.4
2018-01-08 06:00:00,31032.19,6.7,90,0.0,11.2,264,0,1016.1,5.1
2018-01-08 07:00:00,40222.11,6.6,90,0.0,11.2,266,0,1016.7,5.0
2018-01-08 08:00:00,45603.96,8.7,82,0.0,9.7,270,0,1017.6,5.8
2018-01-08 09:00:00,48652.66,11.7,71,0.0,10.2,278,0,1018.1,6.6
2018-01-08 10:00:00,49395.72,14.4,61,0.0,10.8,285,0,1018.5,7.1
2018-01-08 11:00:00,46978.99,16.6,53,0.0,11.7,288,0,1017.7,7.1
2018-01-08 12:00:00,43762.05,18.2,46,0.0,12.8,292,0,1017.0,6.5
2018-01-08 13:00:00,38929.68,19.2,41,0.0,12.8,292,0,1016.1,5.8
2018-01-08 14:00:00,38008.4,19.7,40,0.0,12.8,286,0,1015.9,5.5
2018-01-08 15:00:00,36809.08,19.7,39,0.0,12.3,285,0,1015.7,5.5
2018-01-08 16:00:00,36762.92,18.9,45,0.0,9.3,286,0,1015.8,6.7
2018-01-08 17:00:00,38501.63,15.5,68,0.0,8.8,289,0,1016.2,9.7
2018-01-08 18:00:00,41753.07,14.2,72,0.0,8.8,289,0,1016.7,9.3
2018-01-08 19:00:00,41379.2,12.9,75,0.0,9.1,288,0,1017.3,8.6
2018-01-08 20:00:00,39105.41,11.7,78,0.0,8.9,291,0,1018.0,8.1
2018-01-08 21:00:00,35594.45,10.7,81,0.0,8.9,291,0,1018.4,7.6
2018-01-08 22:00:00,31544.6,9.7,84,0.0,7.9,300,0,1018.3,7.1
2018-01-08 23:00:00,26484.44,9.0,86,0.0,8.0,306,0,1018.1,6.7
2018-01-09 00:00:00,22261.26,8.6,86,0.0,8.7,312,0,1018.0,6.4
2018-01-09 01:00:00,19905.22,8.1,87,0.0,8.7,312,0,1017.9,6.0
2018-01-09 02:00:00,18797.32,7.5,88,0.0,8.0,306,0,1018.1,5.7
2018-01-09 03:00:00,18456.36,7.0,89,0.0,8.7,287,0,1018.0,5.4
2018-01-09 04:00:00,19368.33,6.6,91,0.0,8.7,275,0,1017.8,5.2
2018-01-09 05:00:00,23243.33,5.7,95,0.0,8.4,277,0,1018.6,5.0
2018-01-09 06:00:00,31771.63,5.1,97,0.0,8.6,268,0,1018.9,4.6
2018-01-09 07:00:00,41096.83,5.2,96,0.0,9.1,261,0,1019.4,4.5
2018-01-09 08:00:00,46236.08,7.7,87,0.0,8.3,270,0,1020.1,5.8
2018-01-09 09:00:00,48539.64,11.3,74,0.0,8.5,282,0,1020.9,6.9
2018-01-09 10:00:00,49600.67,14.4,63,0.0,9.4,288,0,1021.2,7.4
2018-01-09 11:00:00,47263.21,16.6,54,0.0,11.2,291,0,1020.3,7.2
2018-01-09 12:00:00,44043.31,18.1,47,0.0,12.8,292,0,1019.3,6.6
2018-01-09 13:00:00,38475.64,19.2,43,0.0,13.9,291,0,1018.4,6.1
2018-01-09 14:00:00,37700.83,19.8,40,0.0,14.0,293,0,1017.5,5.8
2018-01-09 15:00:00,36907.0,19.9,40,0.0,13.4,290,0,1017.3,5.8
2018-01-09 16:00:00,36790.57,19.1,45,0.0,10.7,290,0,1017.1,7.0
2018-01-09 17:00:00,38491.03,15.7,65,0.0,10.6,280,0,1017.2,9.1
2018-01-09 18:00:00,42104.81,14.3,69,0.0,10.9,279,0,1017.8,8.7
2018-01-09 19:00:00,41363.38,13.0,72,0.0,10.9,287,0,1018.3,8.1
2018-01-09 20:00:00,38683.64,11.9,75,0.0,10.8,291,0,1018.9,7.7
2018-01-09 21:00:00,35098.81,11.1,77,0.0,10.7,290,0,1019.2,7.3
2018-01-09 22:00:00,31566.03,10.4,80,0.0,10.6,288,0,1019.2,7.1
2018-01-09 23:00:00,26278.83,9.7,83,0.0,10.8,291,0,1018.9,6.9
2018-01-10 00:00:00,22026.99,9.1,85,0.0,10.5,297,0,1018.7,6.8
2018-01-10 01:00:00,19860.48,8.6,87,0.0,10.8,296,0,1018.4,6.5
2018-01-10 02:00:00,18906.72,8.3,87,0.0,11.2,291,0,1018.4,6.3
2018-01-10 03:00:00,18483.63,8.0,87,0.0,11.7,288,0,1018.1,6.0
2018-01-10 04:00:00,19337.12,7.8,87,0.0,11.9,284,0,1017.9,5.8
2018-01-10 05:00:00,23284.15,7.1,90,0.0,11.9,275,0,1018.5,5.5
2018-01-10 06:00:00,32020.5,6.8,90,0.0,12.6,273,0,1018.5,5.3
2018-01-10 07:00:00,42064.81,6.9,90,0.0,13.3,272,0,1019.2,5.3
2018-01-10 08:00:00,47077.43,9.0,82,0.0,13.0,270,0,1020.0,6.2
2018-01-10 09:00:00,49045.7,12.0,72,0.0,14.9,277,0,1020.3,7.1
2018-01-10 10:00:00,49933.73,15.0,62,0.0,15.9,283,0,1020.1,7.7
2018-01-10 11:00:00,47494.57,17.4,53,0.0,17.2,286,0,1019.3,7.8
2018-01-10 12:00:00,44718.75,19.1,47,0.0,18.1,287,0,1018.2,7.5
2018-01-10 13:00:00,39099.7,20.4,42,0.0,19.0,289,0,1017.3,7.0
2018-01-10 14:00:00,38105.76,21.0,40,0.0,19.5,289,0,1016.8,6.8
2018-01-10 15:00:00,36942.03,21.0,39,0.0,18.7,293,0,1016.6,6.6
2018-01-10 16:00:00,36864.34,20.0,46,0.0,14.4,292,0,1016.7,7.9
2018-01-10 17:00:00,38879.76,16.9,60,0.0,12.8,286,0,1016.9,9.0
2018-01-10 18:00:00,42168.29,15.3,64,0.0,13.3,283,0,1017.0,8.5
2018-01-10 19:00:00,41396.41,14.2,67,0.0,14.0,282,0,1017.4,8.1
2018-01-10 20:00:00,38634.45,13.4,70,0.0,13.9,280,0,1017.8,7.9
2018-01-10 21:00:00,35135.3,12.5,74,0.0,13.5,279,0,1017.9,7.9
2018-01-10 22:00:00,31436.39,11.7,77,0.0,12.8,280,0,1017.8,7.8
2018-01-10 23:00:00,26303.46,11.1,79,0.0,12.7,278,0,1017.5,7.7
2018-01-11 00:00:00,22112.98,10.5,81,0.0,12.9,283,0,1017.4,7.5
2018-01-11 01:00:00,19936.78,10.0,83,0.0,12.7,285,0,1017.3,7.2
2018-01-11 02:00:00,18831.05,9.5,84,0.0,12.5,282,0,1017.0,7.0
2018-01-11 03:00:00,18433.55,9.1,85,0.0,12.4,278,0,1016.5,6.7
2018-01-11 04:00:00,19252.21,8.7,86,0.0,12.6,273,0,1016.4,6.5
2018-01-11 05:00:00,23340.84,8.0,88,0.0,12.6,272,0,1017.2,6.2
2018-01-11 06:00:00,32762.07,8.0,89,0.0,13.0,272,0,1017.5,6.3
2018-01-11 07:00:00,41693.33,7.9,89,0.0,13.4,276,0,1018.0,6.2
2018-01-11 08:00:00,45697.53,9.8,82,0.0,13.2,281,0,1018.8,6.9
2018-01-11 09:00:00,47842.24,12.6,71,0.0,15.2,284,0,1019.4,7.5
2018-01-11 10:00:00,48645.91,15.4,60,0.0,16.8,285,0,1019.2,7.7
2018-01-11 11:00:00,46335.31,17.7,51,0.0,17.6,285,0,1018.1,7.4
2018-01-11 12:00:00,43246.02,19.5,44,0.0,18.6,285,0,1017.0,6.9
2018-01-11 13:00:00,37802.68,20.6,40,0.0,19.1,286,0,1015.8,6.4
2018-01-11 14:00:00,37336.19,21.3,37,0.0,18.9,288,0,1014.9,5.8
2018-01-11 15:00:00,36742.49,21.3,37,0.0,18.3,286,0,1014.7,5.8
2018-01-11 16:00:00,36687.46,20.3,43,0.0,14.1,285,0,1014.8,7.1
2018-01-11 17:00:00,38716.01,17.1,55,0.0,12.9,283,0,1015.1,8.0
2018-01-11 18:00:00,42028.85,15.4,59,0.0,12.9,283,4,1015.2,7.5
2018-01-11 19:00:00,41306.42,14.2,62,0.0,12.9,283,1,1015.5,7.0
2018-01-11 20:00:00,38411.85,13.4,63,0.0,12.9,283,0,1015.9,6.5
2018-01-11 21:00:00,34638.23,12.7,65,0.0,13.3,283,0,1016.2,6.3
2018-01-11 22:00:00,31103.87,12.0,67,0.0,13.2,281,0,1016.0,6.1
2018-01-11 23:00:00,26237.63,11.6,68,0.0,13.8,285,0,1015.7,5.9
2018-01-12 00:00:00,22162.19,11.2,69,0.0,13.6,287,0,1015.5,5.7
2018-01-12 01:00:00,19980.82,10.7,70,0.0,13.2,287,5,1015.3,5.5
2018-01-12 02:00:00,18842.73,10.1,72,0.0,12.1,282,30,1015.0,5.3
2018-01-12 03:00:00,18457.12,9.6,74,0.0,11.5,274,38,1014.3,5.2
2018-01-12 04:00:00,19387.51,9.2,75,0.0,11.5,268,34,1014.0,5.1
2018-01-12 05:00:00,23770.79,8.5,81,0.0,11.5,274,27,1015.2,5.4
2018-01-12 06:00:00,33614.41,8.4,81,0.0,11.9,268,34,1015.5,5.3
2018-01-12 07:00:00,42614.72,8.5,81,0.0,12.3,263,31,1015.9,5.3
2018-01-12 08:00:00,46833.25,10.5,73,0.0,11.2,264,6,1016.7,5.9
2018-01-12 09:00:00,48879.02,13.3,64,0.0,13.3,268,16,1017.5,6.5
2018-01-12 10:00:00,50263.69,16.1,56,0.0,13.7,275,36,1017.6,7.2
2018-01-12 11:00:00,48161.55,18.3,49,0.0,13.9,280,20,1016.9,7.5
2018-01-12 12:00:00,44954.64,20.2,43,0.0,13.4,284,3,1016.1,7.4
2018-01-12 13:00:00,39315.89,21.4,39,0.0,12.7,285,0,1014.9,7.0
2018-01-12 14:00:00,37951.66,22.1,36,0.0,12.2,289,5,1014.2,6.2
2018-01-12 15:00:00,37049.77,22.1,35,0.0,11.9,295,2,1014.0,6.0
2018-01-12 16:00:00,36951.92,21.3,42,0.0,9.0,293,5,1014.2,7.7
2018-01-12 17:00:00,39061.86,17.8,65,0.0,6.8,288,0,1014.4,11.1
2018-01-12 18:00:00,41773.93,16.9,63,0.0,5.7,288,0,1015.0,9.8
2018-01-12 19:00:00,40887.08,15.8,65,0.0,5.1,278,9,1015.4,9.2
2018-01-12 20:00:00,37947.4,16.2,59,0.0,3.3,264,21,1016.0,8.2
2018-01-12 21:00:00,34387.5,15.7,61,0.0,1.6,297,48,1016.3,8.1
2018-01-12 22:00:00,30852.9,15.1,64,0.0,1.3,326,12,1016.4,8.3
2018-01-12 23:00:00,26326.3,14.2,68,0.0,1.5,315,4,1016.4,8.4
2018-01-13 00:00:00,22182.12,13.4,73,0.0,2.5,8,9,1016.0,8.6
2018-01-13 01:00:00,20003.59,12.6,78,0.0,3.4,32,0,1015.7,8.9
2018-01-13 02:00:00,18855.78,12.0,81,0.0,1.8,11,0,1015.8,8.9
2018-01-13 03:00:00,18486.21,11.6,83,0.0,2.6,286,0,1015.7,8.8
2018-01-13 04:00:00,19256.05,9.3,90,0.0,5.8,266,0,1015.4,7.8
2018-01-13 05:00:00,22437.28,6.9,96,0.0,7.4,284,0,1016.0,6.2
2018-01-13 06:00:00,29080.81,6.2,98,0.0,7.1,300,11,1016.3,5.8
2018-01-13 07:00:00,37395.5,5.9,99,0.0,5.8,292,7,1016.6,5.8
2018-01-13 08:00:00,43110.19,8.4,94,0.0,3.3,283,38,1017.6,7.4
2018-01-13 09:00:00,45662.55,12.5,79,0.0,4.5,284,0,1018.2,8.9
2018-01-13 10:00:00,46754.33,16.1,64,0.0,5.8,292,0,1018.4,9.2
2018-01-13 11:00:00,43344.6,18.5,54,0.0,8.0,297,0,1017.5,8.9
2018-01-13 12:00:00,39676.2,20.1,47,0.0,9.5,299,0,1016.4,8.4
2018-01-13 13:00:00,34962.44,21.1,43,0.0,10.3,306,0,1015.2,8.0
2018-01-13 14:00:00,33797.24,21.5,41,0.0,11.0,308,0,1014.4,7.7
2018-01-13 15:00:00,32397.94,21.4,41,0.0,11.2,315,0,1014.2,7.6
2018-01-13 16:00:00,32136.52,20.6,44,0.0,9.7,321,0,1014.4,8.0
2018-01-13 17:00:00,34244.24,17.7,64,0.0,9.5,335,0,1014.0,10.7
2018-01-13 18:00:00,37676.3,15.7,71,0.0,9.0,344,0,1014.6,10.5
2018-01-13 19:00:00,36842.42,14.1,77,0.0,8.0,333,0,1015.3,10.1
2018-01-13 20:00:00,34070.58,12.9,79,0.0,7.7,323,0,1015.7,9.4
2018-01-13 21:00:00,30508.56,12.0,80,0.0,7.6,301,0,1016.4,8.6
