datetime,temperature_2m,relative_humidity_2m,precipitation,windspeed_10m,winddirection_10m,cloudcover,pressure_msl,dew_point_2m
2018-01-01 00:00:00,11.4,81,0.0,1.9,22,0,1014.5,8.3
2018-01-01 01:00:00,9.5,88,0.0,9.5,245,0,1014.5,7.5
2018-01-01 02:00:00,8.6,88,0.0,6.0,253,0,1013.8,6.8
2018-01-01 03:00:00,8.2,88,0.0,7.3,261,0,1013.5,6.3
2018-01-01 04:00:00,7.9,88,0.0,8.0,275,0,1013.3,6.0
2018-01-01 05:00:00,7.4,91,0.0,7.6,270,0,1013.8,6.1
2018-01-01 06:00:00,7.0,92,0.0,7.2,264,0,1014.3,5.8
2018-01-01 07:00:00,6.8,93,0.0,5.1,278,0,1015.2,5.7
2018-01-01 08:00:00,9.2,83,0.0,2.2,261,0,1016.0,6.5
2018-01-01 09:00:00,12.7,70,0.0,2.8,230,0,1016.6,7.4
2018-01-01 10:00:00,15.7,60,0.0,2.8,220,0,1017.0,7.9
2018-01-01 11:00:00,17.7,52,0.0,2.8,230,0,1016.4,7.8
2018-01-01 12:00:00,18.9,46,0.0,4.0,270,0,1015.3,7.0
2018-01-01 13:00:00,19.6,41,0.0,6.7,286,0,1013.9,5.9
2018-01-01 14:00:00,19.9,37,0.0,8.6,292,0,1012.8,4.9
2018-01-01 15:00:00,19.9,35,0.0,9.5,295,0,1012.4,3.9
2018-01-01 16:00:00,19.3,38,0.0,8.3,304,0,1012.5,4.5
2018-01-01 17:00:00,15.9,61,0.0,8.7,353,2,1013.2,8.5
2018-01-01 18:00:00,14.4,68,0.0,9.1,18,8,1013.5,8.6
2018-01-01 19:00:00,13.3,73,0.0,8.9,32,5,1014.1,8.5
2018-01-01 20:00:00,12.7,75,0.0,5.9,43,4,1014.3,8.3
2018-01-01 21:00:00,13.9,64,0.0,4.1,52,3,1014.8,7.3
2018-01-01 22:00:00,13.5,67,0.0,1.8,53,1,1014.8,7.4
2018-01-01 23:00:00,12.8,70,0.0,1.3,326,0,1014.8,7.4
2018-01-02 00:00:00,12.2,73,0.0,2.5,278,0,1014.7,7.5
2018-01-02 01:00:00,9.9,84,0.0,5.4,278,0,1014.3,7.3
2018-01-02 02:00:00,8.6,89,0.0,6.6,279,0,1013.9,6.9
2018-01-02 03:00:00,8.2,90,0.0,7.6,270,0,1013.8,6.6
2018-01-02 04:00:00,7.7,91,0.0,7.6,270,0,1013.6,6.2
2018-01-02 05:00:00,6.6,93,0.0,6.8,267,0,1014.0,5.5
2018-01-02 06:00:00,7.2,92,0.0,7.3,250,2,1014.4,5.9
2018-01-02 07:00:00,7.0,92,0.0,7.5,253,1,1015.3,5.8
2018-01-02 08:00:00,9.3,82,0.0,5.4,262,3,1016.2,6.5
2018-01-02 09:00:00,12.7,72,0.0,4.0,275,1,1017.0,7.7
2018-01-02 10:00:00,15.5,65,0.0,4.0,280,0,1017.1,8.9
2018-01-02 11:00:00,17.3,55,0.0,5.1,278,0,1016.5,8.1
2018-01-02 12:00:00,18.5,51,0.0,6.8,295,0,1015.6,8.1
2018-01-02 13:00:00,19.3,49,0.0,7.7,311,0,1014.4,8.3
2018-01-02 14:00:00,19.8,47,0.0,8.7,322,0,1013.4,8.3
2018-01-02 15:00:00,19.9,47,0.0,9.5,323,0,1013.0,8.2
2018-01-02 16:00:00,19.4,49,0.0,8.4,320,0,1013.0,8.4
2018-01-02 17:00:00,16.6,65,0.0,4.1,345,0,1013.8,10.0
2018-01-02 18:00:00,16.0,65,0.0,3.3,6,0,1014.1,9.4
2018-01-02 19:00:00,14.7,72,0.0,4.0,27,0,1014.4,9.6
2018-01-02 20:00:00,14.3,73,0.0,2.6,16,0,1015.2,9.5
2018-01-02 21:00:00,13.6,76,0.0,2.6,344,0,1015.6,9.4
2018-01-02 22:00:00,12.8,80,0.0,3.4,302,0,1015.8,9.3
2018-01-02 23:00:00,12.1,82,0.0,3.2,270,0,1015.7,9.1
2018-01-03 00:00:00,11.5,84,0.0,2.6,286,0,1015.4,8.9
2018-01-03 01:00:00,11.0,86,0.0,3.2,270,0,1014.9,8.7
2018-01-03 02:00:00,8.5,93,0.0,6.2,260,0,1014.5,7.5
2018-01-03 03:00:00,8.1,94,0.0,8.2,255,0,1014.2,7.2
2018-01-03 04:00:00,7.5,95,0.0,8.0,252,0,1014.0,6.8
2018-01-03 05:00:00,6.7,95,0.0,8.1,249,0,1014.9,5.9
2018-01-03 06:00:00,6.8,94,0.0,7.5,253,0,1015.2,6.0
2018-01-03 07:00:00,6.7,93,0.0,7.9,254,0,1016.0,5.6
2018-01-03 08:00:00,8.9,83,0.0,6.5,267,0,1017.1,6.2
2018-01-03 09:00:00,12.0,74,0.0,5.5,281,0,1017.8,7.4
2018-01-03 10:00:00,14.9,65,0.0,5.8,292,0,1018.1,8.4
2018-01-03 11:00:00,16.8,59,0.0,7.3,303,0,1017.1,8.7
2018-01-03 12:00:00,18.2,53,0.0,8.8,305,0,1016.1,8.3
2018-01-03 13:00:00,19.2,48,0.0,10.1,305,0,1014.9,7.8
2018-01-03 14:00:00,19.8,44,0.0,10.5,308,0,1014.1,7.3
2018-01-03 15:00:00,19.8,43,0.0,11.0,311,0,1013.7,6.8
2018-01-03 16:00:00,19.0,47,0.0,9.2,315,0,1013.3,7.4
2018-01-03 17:00:00,14.7,75,0.0,7.3,327,0,1013.8,10.4
2018-01-03 18:00:00,13.1,80,0.0,7.1,315,0,1014.2,9.7
2018-01-03 19:00:00,12.0,82,0.0,7.1,311,0,1014.7,9.0
2018-01-03 20:00:00,11.2,83,0.0,6.4,308,0,1015.4,8.4
2018-01-03 21:00:00,10.7,83,0.0,5.6,297,0,1015.5,8.0
2018-01-03 22:00:00,9.6,87,0.0,6.1,273,0,1016.0,7.6
2018-01-03 23:00:00,8.6,90,0.0,7.2,267,0,1016.0,7.1
2018-01-04 00:00:00,8.0,92,0.0,6.8,273,0,1015.6,6.7
2018-01-04 01:00:00,7.7,92,0.0,7.4,284,0,1015.3,6.5
2018-01-04 02:00:00,7.3,93,0.0,8.0,297,0,1014.9,6.2
2018-01-04 03:00:00,6.9,93,0.0,8.0,306,0,1014.9,5.9
2018-01-04 04:00:00,6.4,94,0.0,7.4,293,0,1014.6,5.5
2018-01-04 05:00:00,5.8,96,0.0,7.6,275,0,1015.5,5.2
2018-01-04 06:00:00,5.8,97,0.0,8.4,263,0,1015.7,5.3
2018-01-04 07:00:00,5.5,96,0.0,8.1,257,0,1016.2,5.0
2018-01-04 08:00:00,7.9,90,0.0,5.6,255,0,1017.1,6.4
2018-01-04 09:00:00,11.4,80,0.0,5.9,256,0,1017.5,8.1
2018-01-04 10:00:00,14.6,67,0.0,6.5,251,0,1017.7,8.6
2018-01-04 11:00:00,16.9,53,0.0,7.2,252,0,1016.8,7.4
2018-01-04 12:00:00,18.6,42,0.0,7.4,256,0,1016.0,5.6
2018-01-04 13:00:00,19.6,37,0.0,7.6,262,0,1015.0,4.5
2018-01-04 14:00:00,20.1,34,0.0,6.1,267,0,1014.1,3.8
2018-01-04 15:00:00,20.1,34,0.0,4.0,270,0,1013.4,3.7
2018-01-04 16:00:00,19.5,38,0.0,3.1,291,0,1013.1,5.0
2018-01-04 17:00:00,15.5,67,0.0,6.4,38,0,1013.7,9.4
2018-01-04 18:00:00,13.6,75,0.0,10.8,69,0,1014.1,9.2
2018-01-04 19:00:00,12.0,81,0.0,9.5,81,0,1014.7,8.8
2018-01-04 20:00:00,10.9,83,0.0,8.8,81,0,1015.6,8.1
2018-01-04 21:00:00,10.3,83,0.0,9.7,88,0,1016.3,7.6
2018-01-04 22:00:00,9.6,86,0.0,9.0,95,11,1016.4,7.4
2018-01-04 23:00:00,9.1,88,0.0,8.6,92,3,1016.4,7.3
2018-01-05 00:00:00,8.6,89,0.0,8.3,85,1,1015.9,7.0
2018-01-05 01:00:00,8.2,91,0.0,8.7,73,1,1015.5,6.8
2018-01-05 02:00:00,7.8,91,0.0,8.2,75,0,1015.0,6.5
2018-01-05 03:00:00,7.3,92,0.0,7.3,99,0,1014.6,6.1
2018-01-05 04:00:00,7.0,93,0.0,6.4,117,0,1014.3,5.9
2018-01-05 05:00:00,6.8,93,0.0,7.9,156,0,1014.7,5.7
2018-01-05 06:00:00,7.3,91,0.0,8.0,172,0,1014.7,5.9
2018-01-05 07:00:00,7.5,89,0.0,8.5,192,0,1015.2,5.8
2018-01-05 08:00:00,10.1,79,0.0,6.6,202,0,1016.2,6.6
2018-01-05 09:00:00,13.2,70,0.0,6.6,189,0,1016.8,7.9
2018-01-05 10:00:00,15.8,62,0.0,4.7,171,0,1016.8,8.5
2018-01-05 11:00:00,17.6,54,0.0,4.0,170,0,1016.3,8.3
2018-01-05 12:00:00,18.8,49,0.0,3.3,174,0,1015.3,8.0
2018-01-05 13:00:00,19.6,46,0.0,1.8,180,0,1014.2,7.7
2018-01-05 14:00:00,20.0,44,0.0,0.7,360,0,1013.7,7.4
2018-01-05 15:00:00,20.1,44,0.0,2.2,9,0,1013.2,7.4
2018-01-05 16:00:00,19.6,47,0.0,4.7,23,0,1013.0,8.0
2018-01-05 17:00:00,15.6,71,0.0,8.2,52,0,1013.8,10.4
2018-01-05 18:00:00,13.8,78,0.0,9.5,61,0,1014.0,10.1
2018-01-05 19:00:00,12.5,83,0.0,8.6,68,0,1014.5,9.7
2018-01-05 20:00:00,11.4,86,0.0,7.4,76,0,1014.8,9.1
2018-01-05 21:00:00,10.7,87,0.0,6.9,84,0,1015.1,8.6
2018-01-05 22:00:00,10.1,88,0.0,6.5,84,0,1015.2,8.2
2018-01-05 23:00:00,9.9,88,0.0,4.8,77,0,1014.8,8.0
2018-01-06 00:00:00,10.7,85,0.0,1.8,90,0,1014.4,8.2
2018-01-06 01:00:00,10.6,85,0.0,0.5,225,0,1014.1,8.2
2018-01-06 02:00:00,10.4,85,0.0,2.4,297,0,1013.7,8.0
2018-01-06 03:00:00,9.2,89,0.0,4.2,301,0,1013.3,7.5
2018-01-06 04:00:00,7.6,94,0.0,5.7,288,0,1013.0,6.7
2018-01-06 05:00:00,7.8,94,0.0,3.8,287,0,1013.6,6.8
2018-01-06 06:00:00,5.8,99,0.0,5.4,278,6,1014.0,5.6
2018-01-06 07:00:00,5.2,99,0.0,5.9,259,100,1014.5,5.1
2018-01-06 08:00:00,7.0,94,0.0,4.7,270,100,1015.4,6.1
2018-01-06 09:00:00,9.4,94,0.0,4.7,270,83,1016.0,8.4
2018-01-06 10:00:00,12.8,80,0.0,6.1,273,0,1016.4,9.4
2018-01-06 11:00:00,15.8,66,0.0,8.4,280,0,1015.6,9.6
2018-01-06 12:00:00,17.5,59,0.0,9.0,286,0,1014.5,9.5
2018-01-06 13:00:00,18.7,53,0.0,9.4,293,0,1013.3,9.1
2018-01-06 14:00:00,19.4,48,0.0,9.9,303,0,1012.5,8.2
2018-01-06 15:00:00,19.5,46,0.0,9.7,309,0,1012.1,7.5
2018-01-06 16:00:00,18.8,49,0.0,8.2,319,0,1012.0,8.0
2018-01-06 17:00:00,15.1,73,0.0,8.2,331,0,1012.9,10.2
2018-01-06 18:00:00,13.7,77,0.0,8.1,339,0,1013.3,9.7
2018-01-06 19:00:00,12.4,80,0.0,7.9,330,0,1013.8,9.1
2018-01-06 20:00:00,11.5,80,0.0,8.3,326,0,1014.6,8.2
2018-01-06 21:00:00,10.7,80,0.0,8.7,330,0,1014.8,7.5
2018-01-06 22:00:00,10.1,81,0.0,9.2,334,0,1014.8,6.9
2018-01-06 23:00:00,9.7,81,0.0,10.1,343,0,1014.5,6.6
2018-01-07 00:00:00,9.1,83,0.0,9.9,341,0,1014.3,6.4
2018-01-07 01:00:00,8.2,87,0.0,8.4,317,0,1014.4,6.2
2018-01-07 02:00:00,7.7,88,0.0,9.4,263,0,1014.4,5.9
2018-01-07 03:00:00,7.2,89,0.0,9.4,263,0,1014.3,5.6
2018-01-07 04:00:00,6.9,90,0.0,9.7,270,0,1013.9,5.3
2018-01-07 05:00:00,6.2,92,0.0,10.1,268,0,1014.9,4.9
2018-01-07 06:00:00,6.0,91,0.0,10.4,270,0,1015.4,4.7
2018-01-07 07:00:00,5.9,91,0.0,10.8,268,0,1015.8,4.6
2018-01-07 08:00:00,7.9,84,0.0,10.1,268,0,1016.7,5.4
2018-01-07 09:00:00,10.9,73,0.0,11.5,266,0,1017.1,6.3
2018-01-07 10:00:00,13.6,64,0.0,12.6,273,0,1017.1,6.9
2018-01-07 11:00:00,15.9,56,0.0,14.8,283,0,1016.1,7.1
2018-01-07 12:00:00,17.4,50,0.0,16.7,289,0,1015.2,6.9
2018-01-07 13:00:00,18.4,45,0.0,17.7,294,0,1014.1,6.2
2018-01-07 14:00:00,18.9,43,0.0,17.9,298,0,1013.4,5.9
2018-01-07 15:00:00,18.9,42,0.0,17.4,297,0,1013.2,5.7
2018-01-07 16:00:00,18.2,47,0.0,13.7,293,0,1013.2,6.6
2018-01-07 17:00:00,15.1,63,0.0,11.7,279,0,1013.8,8.1
2018-01-07 18:00:00,13.7,67,0.0,11.9,275,0,1014.3,7.7
2018-01-07 19:00:00,12.6,70,0.0,12.0,277,0,1014.9,7.2
2018-01-07 20:00:00,11.8,71,0.0,12.3,275,0,1015.4,6.8
2018-01-07 21:00:00,11.0,74,0.0,12.0,279,0,1015.8,6.6
2018-01-07 22:00:00,10.4,76,0.0,11.7,281,0,1015.7,6.4
2018-01-07 23:00:00,9.9,79,0.0,11.7,281,0,1015.7,6.3
2018-01-08 00:00:00,9.4,81,0.0,11.4,281,0,1015.4,6.2
2018-01-08 01:00:00,8.9,83,0.0,11.0,281,0,1015.4,6.1
2018-01-08 02:00:00,8.5,84,0.0,11.1,283,0,1015.1,6.0
2018-01-08 03:00:00,8.2,85,0.0,11.4,281,0,1014.7,5.9
2018-01-08 04:00:00,7.9,86,0.0,11.6,277,0,1014.4,5.7
2018-01-08 05:00:00,7.2,88,0.0,11.5,270,0,1015.3,5.4
2018-01-08 06:00:00,6.7,90,0.0,11.2,264,0,1016.1,5.1
2018-01-08 07:00:00,6.6,90,0.0,11.2,266,0,1016.7,5.0
2018-01-08 08:00:00,8.7,82,0.0,9.7,270,0,1017.6,5.8
2018-01-08 09:00:00,11.7,71,0.0,10.2,278,0,1018.1,6.6
2018-01-08 10:00:00,14.4,61,0.0,10.8,285,0,1018.5,7.1
2018-01-08 11:00:00,16.6,53,0.0,11.7,288,0,1017.7,7.1
2018-01-08 12:00:00,18.2,46,0.0,12.8,292,0,1017.0,6.5
2018-01-08 13:00:00,19.2,41,0.0,12.8,292,0,1016.1,5.8
2018-01-08 14:00:00,19.7,40,0.0,12.8,286,0,1015.9,5.5
2018-01-08 15:00:00,19.7,39,0.0,12.3,285,0,1015.7,5.5
2018-01-08 16:00:00,18.9,45,0.0,9.3,286,0,1015.8,6.7
2018-01-08 17:00:00,15.5,68,0.0,8.8,289,0,1016.2,9.7
2018-01-08 18:00:00,14.2,72,0.0,8.8,289,0,1016.7,9.3
2018-01-08 19:00:00,12.9,75,0.0,9.1,288,0,1017.3,8.6
2018-01-08 20:00:00,11.7,78,0.0,8.9,291,0,1018.0,8.1
2018-01-08 21:00:00,10.7,81,0.0,8.9,291,0,1018.4,7.6
2018-01-08 22:00:00,9.7,84,0.0,7.9,300,0,1018.3,7.1
2018-01-08 23:00:00,9.0,86,0.0,8.0,306,0,1018.1,6.7
2018-01-09 00:00:00,8.6,86,0.0,8.7,312,0,1018.0,6.4
2018-01-09 01:00:00,8.1,87,0.0,8.7,312,0,1017.9,6.0
2018-01-09 02:00:00,7.5,88,0.0,8.0,306,0,1018.1,5.7
2018-01-09 03:00:00,7.0,89,0.0,8.7,287,0,1018.0,5.4
2018-01-09 04:00:00,6.6,91,0.0,8.7,275,0,1017.8,5.2
2018-01-09 05:00:00,5.7,95,0.0,8.4,277,0,1018.6,5.0
2018-01-09 06:00:00,5.1,97,0.0,8.6,268,0,1018.9,4.6
2018-01-09 07:00:00,5.2,96,0.0,9.1,261,0,1019.4,4.5
2018-01-09 08:00:00,7.7,87,0.0,8.3,270,0,1020.1,5.8
2018-01-09 09:00:00,11.3,74,0.0,8.5,282,0,1020.9,6.9
2018-01-09 10:00:00,14.4,63,0.0,9.4,288,0,1021.2,7.4
2018-01-09 11:00:00,16.6,54,0.0,11.2,291,0,1020.3,7.2
2018-01-09 12:00:00,18.1,47,0.0,12.8,292,0,1019.3,6.6
2018-01-09 13:00:00,19.2,43,0.0,13.9,291,0,1018.4,6.1
2018-01-09 14:00:00,19.8,40,0.0,14.0,293,0,1017.5,5.8
2018-01-09 15:00:00,19.9,40,0.0,13.4,290,0,1017.3,5.8
2018-01-09 16:00:00,19.1,45,0.0,10.7,290,0,1017.1,7.0
2018-01-09 17:00:00,15.7,65,0.0,10.6,280,0,1017.2,9.1
2018-01-09 18:00:00,14.3,69,0.0,10.9,279,0,1017.8,8.7
2018-01-09 19:00:00,13.0,72,0.0,10.9,287,0,1018.3,8.1
2018-01-09 20:00:00,11.9,75,0.0,10.8,291,0,1018.9,7.7
2018-01-09 21:00:00,11.1,77,0.0,10.7,290,0,1019.2,7.3
2018-01-09 22:00:00,10.4,80,0.0,10.6,288,0,1019.2,7.1
2018-01-09 23:00:00,9.7,83,0.0,10.8,291,0,1018.9,6.9
2018-01-10 00:00:00,9.1,85,0.0,10.5,297,0,1018.7,6.8
2018-01-10 01:00:00,8.6,87,0.0,10.8,296,0,1018.4,6.5
2018-01-10 02:00:00,8.3,87,0.0,11.2,291,0,1018.4,6.3
2018-01-10 03:00:00,8.0,87,0.0,11.7,288,0,1018.1,6.0
2018-01-10 04:00:00,7.8,87,0.0,11.9,284,0,1017.9,5.8
2018-01-10 05:00:00,7.1,90,0.0,11.9,275,0,1018.5,5.5
2018-01-10 06:00:00,6.8,90,0.0,12.6,273,0,1018.5,5.3
2018-01-10 07:00:00,6.9,90,0.0,13.3,272,0,1019.2,5.3
2018-01-10 08:00:00,9.0,82,0.0,13.0,270,0,1020.0,6.2
2018-01-10 09:00:00,12.0,72,0.0,14.9,277,0,1020.3,7.1
2018-01-10 10:00:00,15.0,62,0.0,15.9,283,0,1020.1,7.7
2018-01-10 11:00:00,17.4,53,0.0,17.2,286,0,1019.3,7.8
2018-01-10 12:00:00,19.1,47,0.0,18.1,287,0,1018.2,7.5
2018-01-10 13:00:00,20.4,42,0.0,19.0,289,0,1017.3,7.0
2018-01-10 14:00:00,21.0,40,0.0,19.5,289,0,1016.8,6.8
2018-01-10 15:00:00,21.0,39,0.0,18.7,293,0,1016.6,6.6
2018-01-10 16:00:00,20.0,46,0.0,14.4,292,0,1016.7,7.9
2018-01-10 17:00:00,16.9,60,0.0,12.8,286,0,1016.9,9.0
2018-01-10 18:00:00,15.3,64,0.0,13.3,283,0,1017.0,8.5
2018-01-10 19:00:00,14.2,67,0.0,14.0,282,0,1017.4,8.1
2018-01-10 20:00:00,13.4,70,0.0,13.9,280,0,1017.8,7.9
2018-01-10 21:00:00,12.5,74,0.0,13.5,279,0,1017.9,7.9
2018-01-10 22:00:00,11.7,77,0.0,12.8,280,0,1017.8,7.8
2018-01-10 23:00:00,11.1,79,0.0,12.7,278,0,1017.5,7.7
2018-01-11 00:00:00,10.5,81,0.0,12.9,283,0,1017.4,7.5
2018-01-11 01:00:00,10.0,83,0.0,12.7,285,0,1017.3,7.2
2018-01-11 02:00:00,9.5,84,0.0,12.5,282,0,1017.0,7.0
2018-01-11 03:00:00,9.1,85,0.0,12.4,278,0,1016.5,6.7
2018-01-11 04:00:00,8.7,86,0.0,12.6,273,0,1016.4,6.5
2018-01-11 05:00:00,8.0,88,0.0,12.6,272,0,1017.2,6.2
2018-01-11 06:00:00,8.0,89,0.0,13.0,272,0,1017.5,6.3
2018-01-11 07:00:00,7.9,89,0.0,13.4,276,0,1018.0,6.2
2018-01-11 08:00:00,9.8,82,0.0,13.2,281,0,1018.8,6.9
2018-01-11 09:00:00,12.6,71,0.0,15.2,284,0,1019.4,7.5
2018-01-11 10:00:00,15.4,60,0.0,16.8,285,0,1019.2,7.7
2018-01-11 11:00:00,17.7,51,0.0,17.6,285,0,1018.1,7.4
2018-01-11 12:00:00,19.5,44,0.0,18.6,285,0,1017.0,6.9
2018-01-11 13:00:00,20.6,40,0.0,19.1,286,0,1015.8,6.4
2018-01-11 14:00:00,21.3,37,0.0,18.9,288,0,1014.9,5.8
2018-01-11 15:00:00,21.3,37,0.0,18.3,286,0,1014.7,5.8
2018-01-11 16:00:00,20.3,43,0.0,14.1,285,0,1014.8,7.1
2018-01-11 17:00:00,17.1,55,0.0,12.9,283,0,1015.1,8.0
2018-01-11 18:00:00,15.4,59,0.0,12.9,283,4,1015.2,7.5
2018-01-11 19:00:00,14.2,62,0.0,12.9,283,1,1015.5,7.0
2018-01-11 20:00:00,13.4,63,0.0,12.9,283,0,1015.9,6.5
2018-01-11 21:00:00,12.7,65,0.0,13.3,283,0,1016.2,6.3
2018-01-11 22:00:00,12.0,67,0.0,13.2,281,0,1016.0,6.1
2018-01-11 23:00:00,11.6,68,0.0,13.8,285,0,1015.7,5.9
2018-01-12 00:00:00,11.2,69,0.0,13.6,287,0,1015.5,5.7
2018-01-12 01:00:00,10.7,70,0.0,13.2,287,5,1015.3,5.5
2018-01-12 02:00:00,10.1,72,0.0,12.1,282,30,1015.0,5.3
2018-01-12 03:00:00,9.6,74,0.0,11.5,274,38,1014.3,5.2
2018-01-12 04:00:00,9.2,75,0.0,11.5,268,34,1014.0,5.1
2018-01-12 05:00:00,8.5,81,0.0,11.5,274,27,1015.2,5.4
2018-01-12 06:00:00,8.4,81,0.0,11.9,268,34,1015.5,5.3
2018-01-12 07:00:00,8.5,81,0.0,12.3,263,31,1015.9,5.3
2018-01-12 08:00:00,10.5,73,0.0,11.2,264,6,1016.7,5.9
2018-01-12 09:00:00,13.3,64,0.0,13.3,268,16,1017.5,6.5
2018-01-12 10:00:00,16.1,56,0.0,13.7,275,36,1017.6,7.2
2018-01-12 11:00:00,18.3,49,0.0,13.9,280,20,1016.9,7.5
2018-01-12 12:00:00,20.2,43,0.0,13.4,284,3,1016.1,7.4
2018-01-12 13:00:00,21.4,39,0.0,12.7,285,0,1014.9,7.0
2018-01-12 14:00:00,22.1,36,0.0,12.2,289,5,1014.2,6.2
2018-01-12 15:00:00,22.1,35,0.0,11.9,295,2,1014.0,6.0
2018-01-12 16:00:00,21.3,42,0.0,9.0,293,5,1014.2,7.7
2018-01-12 17:00:00,17.8,65,0.0,6.8,288,0,1014.4,11.1
2018-01-12 18:00:00,16.9,63,0.0,5.7,288,0,1015.0,9.8
2018-01-12 19:00:00,15.8,65,0.0,5.1,278,9,1015.4,9.2
2018-01-12 20:00:00,16.2,59,0.0,3.3,264,21,1016.0,8.2
2018-01-12 21:00:00,15.7,61,0.0,1.6,297,48,1016.3,8.1
2018-01-12 22:00:00,15.1,64,0.0,1.3,326,12,1016.4,8.3
2018-01-12 23:00:00,14.2,68,0.0,1.5,315,4,1016.4,8.4
2018-01-13 00:00:00,13.4,73,0.0,2.5,8,9,1016.0,8.6
2018-01-13 01:00:00,12.6,78,0.0,3.4,32,0,1015.7,8.9
2018-01-13 02:00:00,12.0,81,0.0,1.8,11,0,1015.8,8.9
2018-01-13 03:00:00,11.6,83,0.0,2.6,286,0,1015.7,8.8
2018-01-13 04:00:00,9.3,90,0.0,5.8,266,0,1015.4,7.8
2018-01-13 05:00:00,6.9,96,0.0,7.4,284,0,1016.0,6.2
2018-01-13 06:00:00,6.2,98,0.0,7.1,300,11,1016.3,5.8
2018-01-13 07:00:00,5.9,99,0.0,5.8,292,7,1016.6,5.8
2018-01-13 08:00:00,8.4,94,0.0,3.3,283,38,1017.6,7.4
2018-01-13 09:00:00,12.5,79,0.0,4.5,284,0,1018.2,8.9
2018-01-13 10:00:00,16.1,64,0.0,5.8,292,0,1018.4,9.2
2018-01-13 11:00:00,18.5,54,0.0,8.0,297,0,1017.5,8.9
2018-01-13 12:00:00,20.1,47,0.0,9.5,299,0,1016.4,8.4
2018-01-13 13:00:00,21.1,43,0.0,10.3,306,0,1015.2,8.0
2018-01-13 14:00:00,21.5,41,0.0,11.0,308,0,1014.4,7.7
2018-01-13 15:00:00,21.4,41,0.0,11.2,315,0,1014.2,7.6
2018-01-13 16:00:00,20.6,44,0.0,9.7,321,0,1014.4,8.0
2018-01-13 17:00:00,17.7,64,0.0,9.5,335,0,1014.0,10.7
2018-01-13 18:00:00,15.7,71,0.0,9.0,344,0,1014.6,10.5
2018-01-13 19:00:00,14.1,77,0.0,8.0,333,0,1015.3,10.1
2018-01-13 20:00:00,12.9,79,0.0,7.7,323,0,1015.7,9.4
2018-01-13 21:00:00,12.0,80,0.0,7.6,301,0,1016.4,8.6
2018-01-13 22:00:00,11.2,81,0.0,8.4,280,0,1016.3,8.1
2018-01-13 23:00:00,10.5,83,0.0,9.4,277,0,1015.8,7.7
2018-01-14 00:00:00,9.9,84,0.0,9.8,276,0,1015.7,7.3
2018-01-14 01:00:00,9.3,85,0.0,9.5,281,0,1015.5,6.9
2018-01-14 02:00:00,8.8,86,0.0,9.7,274,0,1015.2,6.5
2018-01-14 03:00:00,8.3,87,0.0,9.7,268,0,1014.8,6.2
2018-01-14 04:00:00,7.8,88,0.0,9.8,276,0,1014.4,5.9
2018-01-14 05:00:00,6.7,93,0.0,8.8,279,0,1015.4,5.6
2018-01-14 06:00:00,6.7,93,0.0,8.3,275,0,1015.6,5.6
2018-01-14 07:00:00,6.6,93,0.0,8.3,270,0,1016.3,5.5
2018-01-14 08:00:00,9.2,84,0.0,6.8,267,0,1017.1,6.6
2018-01-14 09:00:00,12.5,72,0.0,7.7,281,0,1017.7,7.6
2018-01-14 10:00:00,15.8,61,0.0,9.2,291,0,1017.9,8.4
2018-01-14 11:00:00,18.4,51,0.0,11.0,293,0,1017.0,8.2
2018-01-14 12:00:00,20.3,43,0.0,11.8,293,0,1016.1,7.3
2018-01-14 13:00:00,21.4,38,0.0,12.1,293,0,1015.0,6.3
2018-01-14 14:00:00,22.0,35,0.0,12.4,296,0,1014.4,6.0
2018-01-14 15:00:00,22.1,35,0.0,12.4,300,0,1014.1,5.9
2018-01-14 16:00:00,21.4,38,0.0,9.2,301,0,1014.4,6.6
2018-01-14 17:00:00,17.9,62,0.0,8.4,301,0,1014.3,10.4
2018-01-14 18:00:00,16.2,67,0.0,8.4,301,0,1014.9,10.0
2018-01-14 19:00:00,14.6,72,0.0,8.3,288,0,1015.6,9.6
2018-01-14 20:00:00,13.4,74,0.0,8.1,283,0,1016.4,8.9
2018-01-14 21:00:00,12.3,76,0.0,8.5,298,0,1017.1,8.2
2018-01-14 22:00:00,11.5,77,0.0,9.2,301,0,1017.4,7.6
2018-01-14 23:00:00,11.0,77,0.0,10.0,308,0,1017.3,7.0
2018-01-15 00:00:00,10.4,78,0.0,10.0,308,0,1017.1,6.7
2018-01-15 01:00:00,9.7,80,0.0,9.7,297,0,1016.7,6.4
2018-01-15 02:00:00,9.0,83,0.0,9.2,296,0,1016.3,6.2
2018-01-15 03:00:00,8.3,85,0.0,8.4,290,0,1016.0,6.0
2018-01-15 04:00:00,7.7,87,0.0,8.9,291,0,1015.8,5.8
2018-01-15 05:00:00,6.7,93,0.0,8.8,279,0,1016.6,5.6
2018-01-15 06:00:00,6.5,94,0.0,9.6,290,0,1017.3,5.6
2018-01-15 07:00:00,6.4,94,0.0,9.2,296,0,1018.1,5.5
2018-01-15 08:00:00,9.1,84,0.0,7.9,286,0,1018.8,6.5
2018-01-15 09:00:00,12.7,70,0.0,9.9,289,0,1019.3,7.4
2018-01-15 10:00:00,16.0,59,0.0,11.8,297,0,1019.3,8.0
2018-01-15 11:00:00,18.5,50,0.0,14.7,301,0,1018.3,7.9
